States,Region,SalesKey,Civilité,Feedback,DateKey
MASSY,91300,60,3,0,2020-06-02
STAINS,93240,61,1,6,2020-07-07
BONDY,93140,62,3,10,2020-08-31
VILLEPINTE,93420,63,3,5,2020-12-01
ST DENIS,93200,64,3,6,2021-02-23
GONESSE,95500,65,1,10,2021-05-18
BOULOGNE BILLANCOURT,92100,66,3,6,2021-10-08
ST DENIS,93200,67,3,10,2022-01-07
VILLIERS LE BEL,95400,68,3,3,2022-03-31
VILLIERS LE BEL,95400,69,3,1,2022-06-17
VILLEPINTE,93420,70,1,5,2022-09-29
ARGENTEUIL,95100,71,3,1,2023-02-01
OGNES,60440,72,1,1,2024-05-17
ST DENIS,93200,73,3,0,2018-06-11
DEUIL LA BARRE,95170,74,3,5,2018-09-01
STAINS,93240,75,3,6,2018-11-27
LES PAVILLONS SOUS BOIS,93320,76,3,5,2019-01-30
AUBERVILLIERS,93300,77,2,9,2019-04-12
ALFORTVILLE,94140,78,3,7,2019-06-08
MOUSSY LE NEUF,77230,79,3,10,2019-09-09
NOGENT L ARTAUD,2310,80,3,4,2019-11-05
ST OUEN,93400,81,1,10,2020-02-06
BONDY,93140,82,3,0,2020-04-28
SARCELLES,95200,83,3,5,2020-06-02
ST DENIS,93200,84,3,5,2020-07-07
PIERREFITTE SUR SEINE,93380,85,3,0,2020-09-01
GAGNY,93220,86,3,10,2020-12-01
LE BLANC MESNIL,93150,87,3,6,2021-05-18
CREIL,60100,88,1,7,2021-07-27
PARIS 16EME ARRONDISSEMENT,75016,89,1,5,2021-10-08
MONTMAGNY,95360,90,1,1,2022-01-07
STAINS,93240,91,2,8,2022-04-01
PARIS 7EME ARRONDISSEMENT,75007,92,3,10,2022-10-03
DUGNY,93440,93,3,0,2023-02-01
COURTRY,77181,94,3,7,2023-04-17
AUBERVILLIERS,93300,95,3,6,2023-06-21
NANTERRE,92000,96,3,6,2023-08-29
LE THILLAY,95500,97,3,2,2023-10-27
GOUSSAINVILLE,95190,98,3,6,2024-05-18
PANTIN,93500,99,1,9,2018-04-03
ST DENIS,93200,100,3,4,2018-06-11
ST DENIS,93200,101,3,9,2018-09-03
VILLEPINTE,93420,102,2,4,2018-11-27
PIERREFITTE SUR SEINE,93380,103,3,7,2019-01-30
STAINS,93240,104,5,6,2019-06-08
GARGES LES GONESSE,95140,105,3,10,2019-07-18
NEUILLY SUR MARNE,93330,106,3,6,2019-09-09
PARIS 18EME ARRONDISSEMENT,75018,107,3,8,2019-12-18
PIERREFITTE SUR SEINE,93380,108,5,8,2020-02-06
PIERREFITTE SUR SEINE,93380,109,2,3,2020-04-28
PIERREFITTE SUR SEINE,93380,110,3,1,2020-06-03
PARIS 2EME ARRONDISSEMENT,75002,111,1,6,2020-07-07
GONESSE,95500,112,3,4,2020-09-01
DRANCY,93700,113,3,7,2020-12-01
BONDY,93140,114,1,9,2021-02-24
STAINS,93240,115,3,8,2021-07-27
PANTIN,93500,116,3,8,2022-01-07
FOSSES,95470,117,3,5,2022-04-02
PIERREFITTE SUR SEINE,93380,118,3,3,2022-10-03
GARGES LES GONESSE,95140,119,3,2,2023-02-01
GONESSE,95500,120,3,6,2023-04-17
PARIS 16EME ARRONDISSEMENT,75016,121,1,6,2023-06-21
ASNIERES SUR SEINE,92600,122,3,4,2023-08-29
DRANCY,93700,123,3,2,2023-10-28
ARGENTEUIL,95100,124,3,7,2024-02-14
GOUSSAINVILLE,95190,125,3,9,2024-05-18
PIERREFITTE SUR SEINE,93380,126,3,7,2018-06-11
SEVRAN,93270,127,3,6,2018-11-27
PIERREFITTE SUR SEINE,93380,128,3,10,2019-01-30
GARGES LES GONESSE,95140,129,3,2,2019-04-12
PIERREFITTE SUR SEINE,93380,130,3,5,2019-06-10
SARCELLES,95200,131,1,4,2019-07-18
STAINS,93240,132,3,10,2019-09-10
ST DENIS,93200,133,3,2,2019-11-05
PIERREFITTE SUR SEINE,93380,134,3,0,2019-12-18
GARGES LES GONESSE,95140,135,3,4,2020-02-06
LOUVRES,95380,136,3,2,2020-06-03
THIEUX,77230,137,3,7,2020-07-07
DRANCY,93700,138,2,2,2020-09-01
PIERREFITTE SUR SEINE,93380,139,2,7,2020-12-02
L ILE ST DENIS,93450,140,3,6,2021-02-24
PONTOISE,95000,141,3,2,2021-05-18
BAGNEUX,92220,142,3,2,2021-07-27
ST DENIS,93200,143,3,10,2022-01-07
ST DENIS,93200,144,3,7,2022-04-04
BERNES SUR OISE,95340,145,3,9,2022-10-03
SARCELLES,95200,146,3,8,2023-02-01
LE BLANC MESNIL,93150,147,3,5,2023-04-18
SARCELLES,95200,148,3,10,2023-06-22
PARIS 20EME ARRONDISSEMENT,75020,149,3,6,2024-02-14
AUBERVILLIERS,93300,150,3,4,2018-04-04
SARCELLES,95200,151,2,5,2018-09-03
GARGES LES GONESSE,95140,152,2,8,2019-02-01
STAINS,93240,153,3,5,2019-04-12
VILLIERS LE BEL,95400,154,3,6,2019-07-18
VILLIERS LE BEL,95400,155,3,6,2019-09-10
PIERREFITTE SUR SEINE,93380,156,5,6,2020-02-06
VILLEJUIF,94800,157,3,0,2020-06-03
PIERREFITTE SUR SEINE,93380,158,1,10,2020-09-01
LE PORT MARLY,78560,159,3,9,2020-12-02
STAINS,93240,160,1,1,2021-02-24
PARIS 12EME ARRONDISSEMENT,75012,161,3,3,2021-05-18
LUZARCHES,95270,162,3,9,2021-07-27
ST DENIS,93200,163,3,10,2021-10-11
DRANCY,93700,164,3,8,2022-01-07
RUEIL MALMAISON,92500,165,1,10,2022-04-04
ENGHIEN LES BAINS,95880,166,3,10,2022-06-20
PIERREFITTE SUR SEINE,93380,167,3,7,2022-10-04
PIERREFITTE SUR SEINE,93380,168,3,6,2023-02-01
LA COURNEUVE,93120,169,3,10,2023-06-22
ALFORTVILLE,94140,170,3,7,2023-08-29
CROLLES,38920,171,3,1,2024-02-14
MONTMORENCY,95160,172,3,0,2024-05-18
VILLIERS LE BEL,95400,173,3,8,2018-04-04
PIERREFITTE SUR SEINE,93380,174,3,0,2018-06-12
VILLIERS LE BEL,95400,175,3,1,2018-09-04
PROVINS,77160,176,3,6,2018-11-27
PIERREFITTE SUR SEINE,93380,177,1,0,2019-02-02
ST DENIS,93200,178,3,5,2019-04-13
ST DENIS,93200,179,3,8,2019-06-10
LE BOURGET,93350,180,1,3,2019-07-18
HERBLAY,95220,181,1,10,2019-09-10
CERGY,95800,182,3,3,2019-11-05
DUGNY,93440,183,3,6,2019-12-18
AULNAY SOUS BOIS,93600,184,1,3,2020-04-28
GONESSE,95500,185,3,10,2020-07-07
PIERREFITTE SUR SEINE,93380,186,3,0,2020-09-01
BOBIGNY,93000,187,3,10,2020-12-03
STAINS,93240,188,3,8,2021-02-24
ST BRICE SOUS FORET,95350,189,3,10,2021-05-18
GRENOBLE,38100,190,1,1,2021-07-27
IVRY SUR SEINE,94200,191,1,5,2022-01-07
STAINS,93240,192,3,1,2022-06-20
ERMONT,95120,193,3,4,2022-10-04
SARCELLES,95200,194,1,6,2023-02-02
PIERREFITTE SUR SEINE,93380,195,5,6,2023-04-19
SANNOIS,95110,196,3,4,2023-06-22
GOUSSAINVILLE,95190,197,1,1,2023-08-29
BAGNOLET,93170,198,3,3,2023-10-30
GARGES LES GONESSE,95140,199,3,6,2024-02-16
SARCELLES,95200,200,3,3,2018-04-04
PARIS 4EME ARRONDISSEMENT,75004,201,3,4,2018-06-12
PIERREFITTE SUR SEINE,93380,202,3,7,2018-11-27
PARIS 15EME ARRONDISSEMENT,75015,203,3,2,2019-04-13
MOUSSY LE NEUF,77230,204,1,4,2019-06-10
TREMBLAY EN FRANCE,93290,205,3,9,2019-07-18
SARCELLES,95200,206,3,3,2019-09-10
GARGE LES GONESSES,9514,207,2,6,2019-11-06
ST DENIS,93200,208,3,3,2019-12-18
MEAUX,77100,209,3,4,2020-02-07
ST DENIS,93200,210,3,1,2020-06-04
CHAMPIGNY SUR MARNE,94500,211,1,2,2020-07-07
MONTMAGNY,95360,212,3,4,2020-09-02
PIERREFITTE SUR SEINE,93380,213,3,9,2020-12-03
GARGES LES GONESSE,95140,214,3,7,2021-07-27
LOUVRES,95380,215,3,9,2022-01-07
VILLEPINTE,93420,216,3,5,2022-06-21
VILLETANEUSE,93430,217,3,7,2022-10-04
LA PLAINE ST DENIS,93210,218,5,7,2023-02-02
AUBERVILLIERS,93300,219,3,1,2023-04-20
CERGY,95800,220,1,7,2023-06-23
PARIS 19EME ARRONDISSEMENT,75019,221,3,6,2023-08-30
PIERREFITTE SUR SEINE,93380,222,3,1,2023-10-30
AMBLENY,2290,223,3,10,2024-02-16
SARCELLES,95200,224,3,8,2024-05-21
PIERREFITTE SUR SEINE,93380,225,3,3,2018-04-04
PARIS 4EME ARRONDISSEMENT,75004,226,3,10,2018-06-12
PIERREFITTE SUR SEINE,93380,227,3,4,2018-11-27
PIERREFITTE SUR SEINE,93380,228,1,1,2019-02-04
SARCELLES,95200,229,1,6,2019-06-10
GOUSSAINVILLE,95190,230,1,0,2019-07-18
PIERREFITTE SUR SEINE,93380,231,3,5,2019-09-11
VILLETANEUSE,93430,232,3,2,2019-12-18
VILLEPINTE,93420,233,3,7,2020-02-07
BONDY,93140,234,3,9,2020-06-04
AULNAY SOUS BOIS,93600,235,3,3,2020-07-07
PIERREFITTE SUR SEINE,93380,236,3,2,2020-12-03
VILLIERS LE BEL,95400,237,3,2,2021-02-24
DEUIL LA BARRE,95170,238,3,3,2021-05-19
EZANVILLE,95460,239,1,10,2021-07-27
ST OUEN,93400,240,3,3,2022-04-04
PARIS 15EME ARRONDISSEMENT,75015,241,3,6,2022-06-21
NOISY LE ROI,78590,242,1,3,2023-08-30
VILLIERS LE BEL,95400,243,3,6,2023-10-30
AULNAY SOUS BOIS,93600,244,3,3,2024-02-16
BIHOREL,76420,245,3,6,2024-05-21
ENGHIEN LES BAINS,95880,246,3,5,2018-04-04
PIERREFITTE SUR SEINE,93380,247,3,1,2018-06-13
AUBERVILLIERS,93300,248,3,0,2019-02-04
PIERREFITTE SUR SEINE,93380,249,1,9,2019-06-10
LE PRE ST GERVAIS,93310,250,1,8,2019-07-18
AULNAY SOUS BOIS,93600,251,3,5,2019-09-11
COURBEVOIE,92400,252,1,1,2019-12-18
CLICHY,92110,253,1,0,2020-02-07
PIERREFITTE SUR SEINE,93380,254,3,5,2020-04-29
VILLETANEUSE,93430,255,3,2,2020-07-07
PIERREFITTE SUR SEINE,93380,256,3,4,2020-09-02
SARCELLES,95200,257,3,7,2020-12-03
GARGES LES GONESSE,95140,258,3,2,2021-02-24
SARCELLES,95200,259,3,5,2021-07-27
ST DENIS,93200,260,3,3,2021-10-14
STAINS,93240,261,3,3,2022-01-07
ARNOUVILLE LES GONESSE,95400,262,1,8,2022-04-04
PIERREFITTE SUR SEINE,93380,263,3,2,2022-06-21
ARGENTEUIL,95100,264,1,5,2023-02-02
VILLETANEUSE,93430,265,3,4,2023-06-23
LA GARENNE COLOMBES,92250,266,3,5,2023-08-30
LA QUEUE EN BRIE,94510,267,1,3,2023-10-30
LE BLANC MESNIL,93150,268,3,2,2024-02-16
CHATILLON,92320,269,3,8,2024-05-21
AUBERVILLIERS,93300,270,3,10,2019-02-04
PIERREFITTE SUR SEINE,93380,271,3,6,2019-04-13
.,,272,1,8,2019-06-10
DREUX,28100,273,1,2,2019-07-19
MAFFLIERS,95560,274,3,10,2019-11-06
VIARMES,95270,275,1,4,2019-12-18
ST DENIS,93200,276,3,10,2020-04-29
LA COURNEUVE,93120,277,3,2,2020-06-04
GENNEVILLIERS,92230,278,3,2,2020-07-07
MONTMAGNY,95360,279,3,6,2020-09-02
PARIS 12EME ARRONDISSEMENT,75012,280,3,1,2021-05-19
VILLIERS SUR MARNE,94350,281,3,2,2021-07-28
AUBERVILLIERS,93300,282,1,2,2022-01-07
MANTES LA VILLE ,78711,283,3,7,2022-04-04
CERGY,95000,284,3,1,2022-06-23
ST BRICE SOUS FORET,95350,285,1,2,2022-10-06
CHATEAU THIERRY,2400,286,3,0,2023-02-02
PIERREFITTE SUR SEINE,93380,287,1,4,2023-06-23
PIERREFITTE SUR SEINE,93380,288,3,10,2023-10-30
PIERREFITTE SUR SEINE,93380,289,3,6,2024-02-17
EPINAY SUR SEINE,93800,290,3,5,2024-05-22
ROSNY SOUS BOIS,93110,291,3,0,2018-04-05
PIERREFITTE SUR SEINE,93380,292,3,8,2018-06-14
PARIS 15EME ARRONDISSEMENT,75015,293,3,2,2018-09-06
VILLIERS LE BEL,95400,294,3,3,2019-02-05
DRANCY,93700,295,3,9,2019-04-13
GARGES LES GONESSE,95140,296,3,9,2019-06-11
VILLENEUVE LA GARENNE,92390,297,2,9,2019-07-19
 THIAIS,94320,298,3,3,2019-09-11
SARCELLES,95200,299,2,10,2019-11-06
GOUSSAINVILLE,95190,300,1,1,2020-06-05
PARIS 2EME ARRONDISSEMENT,75002,301,2,0,2020-07-07
GOUSSAINVILLE,95190,302,3,3,2020-09-03
SARCELLES,95200,303,3,6,2021-02-25
PIERREFITTE SUR SEINE,93380,304,3,6,2021-05-19
ASNIERES SUR SEINE,92600,305,3,7,2021-07-28
ARNOUVILLE LES GONESSE,95400,306,3,10,2021-10-14
DRANCY,93700,307,3,4,2022-04-05
LA COURNEUVE,93120,308,5,10,2023-02-03
LIMEIL BREVANNES,94450,309,3,4,2023-04-22
EPINAY SUR SEINE,93800,310,1,3,2023-06-24
ARGENTEUIL,95100,311,1,0,2023-08-30
STAINS,93240,312,3,9,2023-10-30
BREUIL LE VERT,60600,313,3,5,2024-02-19
CLICHY SOUS BOIS,93390,314,3,7,2024-05-22
PIERREFITTE SUR SEINE,93380,315,3,2,2018-04-05
BONNEUIL EN FRANCE,95500,316,3,3,2018-06-14
ST DENIS,93200,317,3,6,2018-09-06
GONESSE,95500,318,1,7,2018-11-28
ROSNY SOUS BOIS,93110,319,1,1,2019-04-13
BOBIGNY,93000,320,3,0,2019-06-11
ST DENIS,93200,321,3,9,2019-07-19
STAINS,93240,322,3,10,2019-09-11
AULNAY SOUS BOIS,93600,323,1,6,2019-11-06
STAINS,93240,324,3,8,2020-04-29
PIERREFITTE SUR SEINE,93380,325,1,9,2020-06-05
SARCELLES,95200,326,3,0,2020-07-07
VILLETANEUSE,93430,327,3,2,2020-09-03
SEVRAN,93270,328,3,1,2020-12-07
PIERREFITTE SUR SEINE,93380,329,1,10,2021-05-20
STAINS,93240,330,3,5,2021-07-28
LOUVRES,95380,331,3,1,2022-01-10
STAINS,93240,332,3,3,2022-04-05
LES ULIS,91940,333,3,7,2023-02-04
CORBEIL ESSONNES,91100,334,3,10,2023-08-30
SARCELLES,95200,335,3,8,2024-02-20
PIERREFITTE SUR SEINE,93380,336,1,0,2018-04-06
ST DENIS,93200,337,3,8,2018-09-06
HERGNIES,59199,338,1,9,2019-02-05
PIERREFITTE SUR SEINE,93380,339,1,2,2019-04-15
PIERREFITTE SUR SEINE,93380,340,5,2,2019-06-11
GARGES LES GONESSE,95140,341,3,6,2019-07-19
VERT LE GRAND,91810,342,3,8,2019-09-11
DRAGUIGNAN,83300,343,3,2,2019-11-07
VILLETANEUSE,93430,344,3,0,2019-12-19
CLICHY,92110,345,3,3,2020-02-07
LA PLAINE ST DENIS,93210,346,3,7,2020-06-05
SARCELLES,95200,347,3,8,2020-07-07
AGEN,47000,348,3,4,2020-09-03
RUEIL MALMAISON,92500,349,1,2,2020-12-08
L ILE ST DENIS,93450,350,3,1,2021-05-20
ST DENIS,93200,351,3,10,2021-07-29
GARGES LES GONESSE,95140,352,3,3,2021-10-14
GUJAN MESTRAS,33470,353,1,0,2022-01-10
CORMEILLES EN PARISIS,95240,354,3,4,2022-06-23
NEUILLY SUR MARNE,93330,355,3,5,2022-10-07
PIERREFITTE SUR SEINE,93380,356,5,7,2023-02-06
DRANCY,93700,357,3,6,2023-04-22
CHAMPLAN,91160,358,3,4,2023-06-24
TREMBLAY EN FRANCE,93290,359,3,10,2023-10-31
FONTENAY SOUS BOIS,94120,360,3,7,2024-02-20
PIERREFITTE SUR SEINE,93380,361,3,2,2018-04-06
.,,362,3,8,2018-09-06
EPINAY SUR SEINE,93800,363,3,9,2019-02-05
STAINS,93240,364,2,8,2019-04-15
MONTMORENCY,95160,365,3,6,2019-06-11
VILLETANEUSE,93430,366,3,2,2019-09-11
MONTREUIL,93100,367,3,2,2020-02-08
DUGNY,93440,368,3,2,2020-04-29
STAINS,93240,369,3,5,2020-06-05
NOISY LE SEC,93130,370,3,0,2020-07-07
BOBIGNY,93000,371,3,2,2020-09-03
PIERREFITTE SUR SEINE,93380,372,3,3,2020-12-08
VILLEPINTE,93420,373,3,7,2021-02-25
ROSNY SOUS BOIS,93110,374,3,8,2021-05-20
GARGES LES GONESSE,95140,375,3,1,2021-07-29
BRUYERES SUR OISE,95820,376,3,8,2022-01-10
SARCELLES,95200,377,1,0,2022-04-05
PARIS 20EME ARRONDISSEMENT,75020,378,3,1,2022-10-07
MONTMAGNY,95360,379,3,7,2023-02-06
VIARMES,95270,380,1,10,2023-04-22
ROSNY SUR SEINE,78710,381,3,2,2023-06-24
MONTLHERY,91310,382,3,4,2023-08-31
BALLANCOURT SUR ESSONNE,91610,383,1,7,2024-02-20
VILLIERS LE BEL,95400,384,1,1,2018-04-07
PIERREFITTE SUR SEINE,93380,385,1,3,2018-06-16
.,,386,5,3,2018-09-06
SARCELLES,95200,387,1,1,2018-11-29
ST DENIS,93200,388,1,3,2019-02-06
MONTREUIL,93100,389,3,4,2019-04-15
LA COURNEUVE,93120,390,1,0,2019-06-11
BOBIGNY,93000,391,3,3,2019-07-19
VILLETANEUSE,93430,392,1,0,2019-09-11
STAINS,93240,393,3,8,2020-02-08
ST ETIENNE,42000,394,3,0,2020-07-07
ST DENIS,93200,395,3,8,2020-09-03
LE BLANC MESNIL,93150,396,3,4,2020-12-08
LA COURNEUVE,93120,397,3,7,2021-05-21
STAINS,93240,398,3,2,2021-07-29
AUBERVILLIERS,93300,399,3,10,2021-10-15
COURBEVOIE,92400,400,3,8,2022-01-10
BOISSY ST LEGER,94470,401,1,1,2022-04-06
DRANCY,93700,402,3,2,2022-06-23
GRETZ ARMAINVILLIERS,77220,403,3,5,2023-04-22
STAINS,93240,404,3,0,2023-08-31
PERSAN,95340,405,1,6,2023-11-01
BOBIGNY,93000,406,1,1,2024-02-20
VILLETANEUSE,93430,407,3,8,2018-06-16
AULNAY SOUS BOIS,93600,408,5,5,2018-09-07
GONESSE,95500,409,5,4,2018-11-29
MONTMAGNY,95360,410,3,9,2019-04-15
BLOIS,41000,411,3,7,2019-06-11
ARNOUVILLE LES GONESSE,95400,412,1,0,2019-07-19
BONDY,93140,413,3,0,2019-09-11
BOBIGNY,93000,414,3,10,2019-11-07
GARGES LES GONESSE,95140,415,1,9,2019-12-20
VAUREAL,95490,416,3,9,2020-02-08
PARIS 16EME ARRONDISSEMENT,75016,417,1,3,2020-07-08
ST OUEN D ATTEZ,27160,418,1,6,2020-09-05
LONGJUMEAU,91160,419,2,0,2020-12-08
ST DENIS,93200,420,3,1,2021-05-21
PIERREFITTE SUR SEINE,93380,421,3,3,2021-07-30
PIERREFITTE SUR SEINE,93380,422,3,6,2021-10-15
ST DENIS,93200,423,1,5,2022-01-10
GARGES LES GONESSE,95140,424,1,5,2022-04-06
NANTERRE,92000,425,3,1,2022-06-23
CACHAN,94230,426,3,2,2023-02-06
MONTMAGNY,95360,427,3,0,2023-04-24
ST DENIS,93200,428,3,0,2023-06-26
NEUILLY SUR MARNE,93330,429,3,8,2023-08-31
VILLIERS LE BEL,95400,430,5,0,2023-11-02
MONTREUIL,93100,431,3,6,2024-05-23
ST DENIS,93200,432,3,10,2018-04-10
AULNAY SOUS BOIS,93600,433,3,10,2018-09-07
MARLY LA VILLE,95670,434,3,3,2018-11-29
ST DENIS,93200,435,3,10,2019-02-06
VERSAILLES,78000,436,3,0,2019-04-15
SARCELLES,95200,437,3,0,2019-07-22
MONTMAGNY,95360,438,1,6,2019-09-11
LE HAVRE,$$,439,3,10,2019-11-07
MONTREUIL,93100,440,3,5,2019-12-20
SERRIS,77700,441,3,3,2020-04-29
LIVRY GARGAN,93190,442,3,1,2020-06-05
MERY SUR OISE,95540,443,1,8,2020-07-08
EPINAY SUR SEINE,93800,444,1,3,2020-09-05
LA PLAINE ST DENIS,93210,445,3,1,2021-02-25
PIERREFITTE SUR SEINE,93380,446,3,1,2021-05-25
DRANCY,93700,447,3,2,2021-07-31
TREMBLAY EN FRANCE,93290,448,1,0,2021-10-15
ST BRICE SOUS FORET,95350,449,3,0,2022-01-10
CLICHY SOUS BOIS,93390,450,3,7,2022-04-06
PIERREFITTE SUR SEINE,93380,451,1,2,2023-02-06
ST BRICE SOUS FORET,95350,452,1,7,2023-04-24
CERGY,95800,453,5,5,2023-06-26
CHATEAU THIERRY,2400,454,1,1,2023-11-03
NOAILLES,60430,455,3,6,2024-02-22
VILLEPINTE,93420,456,3,3,2024-05-24
STAINS,93240,457,3,9,2018-04-10
PIERREFITTE SUR SEINE,93380,458,3,9,2018-11-29
GARGES LES GONESSE,95140,459,3,4,2019-04-16
PARIS 10EME ARRONDISSEMENT,75010,460,3,2,2019-06-11
SARCELLES,95200,461,3,9,2019-07-22
DUGNY,93440,462,3,9,2019-09-12
AUBERVILLIERS,93300,463,5,8,2019-11-07
LA COURNEUVE,93120,464,3,7,2019-12-20
PIERREFITTE SUR SEINE,93380,465,1,3,2020-04-29
MONTMAGNY,95360,466,3,3,2020-06-05
VILLENEUVE SUR LOT,47300,467,3,8,2020-07-08
LE PECQ,78230,468,3,1,2020-09-05
STAINS,93240,469,3,8,2020-12-08
PIERREFITTE SUR SEINE,93380,470,3,0,2021-02-25
LA COURNEUVE,93120,471,3,10,2021-07-31
VILLENEUVE LA GARENNE,92390,472,3,3,2021-10-15
VILLIERS LE BEL,95400,473,3,7,2022-01-10
SARCELLES,95200,474,1,0,2022-04-06
GENNEVILLIERS,92230,475,3,3,2022-10-10
GARGES LES GONESSE,95140,476,3,4,2023-02-06
PIERREFITTE SUR SEINE,93380,477,1,1,2023-04-24
ST DENIS,93200,478,3,4,2023-08-31
SARCELLES,95200,479,3,4,2023-11-03
VILLIERS LE BEL,95400,480,1,2,2024-02-22
VILLETANEUSE,93430,481,3,1,2024-05-24
ATHIS MONS,91200,482,3,8,2018-04-10
BONDY,93140,483,3,8,2018-06-16
STAINS,93240,484,3,4,2018-11-29
NOISY LE SEC,93130,485,3,10,2019-02-07
ST DENIS,93200,486,1,9,2019-06-12
GARGES LES GONESSE,95140,487,3,7,2019-07-22
ST DENIS,93200,488,3,7,2019-11-07
GENNEVILLIERS,92230,489,1,10,2020-04-29
PIERREFITTE SUR SEINE,93380,490,3,2,2020-06-05
ERAGNY,95610,491,3,0,2020-07-08
MONTMAGNY,95360,492,3,10,2020-09-05
GROSLAY,95410,493,1,10,2020-12-08
ROUEN,76000,494,3,2,2021-02-25
PIERREFITTE SUR SEINE,93380,495,3,0,2021-05-25
EPINAY SUR SEINE,93800,496,3,8,2021-07-31
STAINS,93240,497,3,6,2021-10-16
GARGES LES GONESSE,95140,498,2,5,2022-01-10
PIERREFITTE SUR SEINE,93380,499,3,6,2022-04-06
GOUSSAINVILLE,95190,500,3,2,2022-06-24
STAINS,93240,501,3,8,2022-10-10
LES LILAS,93260,502,1,10,2023-02-06
VILLEPARISIS,77270,503,3,10,2023-04-24
MAREIL EN FRANCE,95850,504,3,6,2023-06-26
PIERREFITTE SUR SEINE,93380,505,3,7,2023-09-01
STAINS,93240,506,3,2,2023-11-03
STAINS,93240,507,1,9,2024-02-22
ASNIERES SUR SEINE,92600,508,3,10,2024-05-25
ARNOUVILLE LES GONESSE,95400,509,3,5,2018-04-11
STAINS,93240,510,3,10,2018-11-29
SOISY SOUS MONTMORENCY,95230,511,3,7,2019-02-07
NANTERRE,92000,512,1,6,2019-06-12
PIERREFITTE SUR SEINE,93380,513,3,4,2019-07-22
ST BRICE SOUS FORET,95350,514,1,4,2019-12-21
LA COURNEUVE,93120,515,3,4,2020-02-10
LE BLANC MESNIL,93150,516,3,10,2020-04-29
MONTMAGNY,95360,517,3,7,2020-07-08
PIERREFITTE SUR SEINE,93380,518,3,3,2020-09-05
GENNEVILLIERS,92230,519,3,7,2020-12-09
MONTMORENCY,95160,520,3,2,2021-05-25
SARTROUVILLE,78500,521,3,5,2021-07-31
CLICHY SOUS BOIS,93390,522,3,2,2021-10-16
NOISY LE SEC,93130,523,3,6,2022-01-10
LOUVRES,95380,524,3,9,2022-04-07
AULNAY SOUS BOIS,93600,525,1,3,2022-06-24
VILLIERS LE BEL,95400,526,1,6,2022-10-10
NEUILLY SUR MARNE,93330,527,3,5,2023-02-06
EAUBONNE,95600,528,1,9,2023-04-24
ST THIBAULT DES VIGNES,77400,529,3,0,2023-09-01
STAINS,93240,530,1,8,2024-02-22
ST BRICE SOUS FORET ,95350,531,3,9,2018-04-11
GOUSSAINVILLE,95190,532,5,10,2019-02-07
AULNAY SOUS BOIS,93600,533,3,7,2019-04-16
.,,534,3,1,2019-06-12
CLICHY,92110,535,3,3,2019-07-22
PARIS 10EME ARRONDISSEMENT,75010,536,3,5,2019-09-12
MAURECOURT,78780,537,3,8,2019-11-08
LAROQUE DES ALBERES,66740,538,3,7,2019-12-21
LES PAVILLONS SOUS BOIS,93320,539,3,9,2020-02-10
PARIS 18EME ARRONDISSEMENT,75018,540,3,0,2020-04-29
BELLOY EN FRANCE,95270,541,3,7,2020-07-08
ST DENIS,93200,542,1,0,2021-05-25
ARGENTEUIL,95100,543,3,9,2021-07-31
SAVIGNY SUR ORGE,91600,544,3,1,2022-01-11
LA MURE,38350,545,3,2,2022-04-08
RUEIL MALMAISON,92500,546,3,0,2022-06-25
PIERREFITTE SUR SEINE,93380,547,3,0,2022-10-10
SARCELLES,95200,548,3,9,2023-02-06
ST BRICE SOUS FORET,95350,549,3,1,2023-04-24
PIERREFITTE SUR SEINE,93380,550,1,8,2023-06-29
DRANCY,93700,551,3,6,2023-09-01
GARGES LES GONESSE,95140,552,2,6,2024-02-23
BOBIGNY,93000,553,3,6,2018-12-01
SARCELLES,95200,554,3,3,2019-04-16
ST DENIS,93200,555,3,4,2019-07-23
PARIS 11EME ARRONDISSEMENT,75011,556,3,8,2019-09-12
ST VALERIEN,89150,557,3,5,2019-12-21
STAINS,93240,558,3,10,2020-02-10
SERRIS,77700,559,3,9,2020-04-30
L ILE ST DENIS,93450,560,3,1,2020-06-05
DRANCY,93700,561,3,0,2020-07-08
ARNOUVILLE LES GONESSE,95400,562,3,1,2020-12-10
PANTIN,93500,563,3,9,2021-02-25
DRANCY,93700,564,1,6,2021-07-31
STAINS,93240,565,3,3,2021-10-18
SOISSONS,2200,566,3,10,2022-01-11
PARIS 16EME ARRONDISSEMENT,75016,567,3,10,2022-04-08
CHELLES,77500,568,3,3,2022-06-25
LOUVRES,95380,569,3,9,2022-10-10
COYE LA FORET,60580,570,3,2,2023-02-06
EPINAY SUR SEINE,93800,571,3,0,2023-04-24
SARCELLES,95200,572,3,9,2023-09-01
PARIS 12EME ARRONDISSEMENT,75012,573,3,9,2024-02-23
HUSSIGNY GODBRANGE,54590,574,3,2,2019-02-07
OSNY,95520,575,3,3,2019-04-16
NOGENT SUR OISE,60180,576,3,8,2019-06-12
STAINS,93240,577,1,8,2019-07-23
PIERREFITTE SUR SEINE,93380,578,3,3,2019-11-08
PIERREFITTE SUR SEINE,93380,579,1,9,2020-04-30
QUETIGNY,21800,580,1,7,2020-06-05
VILLIERS LE BEL,95400,581,3,4,2020-07-08
PARIS 19EME ARRONDISSEMENT,75019,582,3,0,2020-09-07
PIERREFITTE SUR SEINE,93380,583,3,9,2020-12-10
